source,target,edge_type,weight,metadata
finding:E_6fa1c08a201a,mechanism:confound / methodological limitation,finding_supports_mechanism,0.805,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_caceedec9d37,paper_reports_finding,1.0,{}
finding:E_caceedec9d37,mechanism:limbic structural vulnerability,finding_supports_mechanism,0.835,{}
mechanism:limbic structural vulnerability,variable:hippocampus_volume,mechanism_measured_by_variable,1.0,{}
variable:hippocampus_volume,modality:MRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_0709bfa71f7d,paper_reports_finding,1.0,{}
finding:E_0709bfa71f7d,mechanism:sleep quality,finding_supports_mechanism,0.835,{}
mechanism:sleep quality,variable:PSQI,mechanism_measured_by_variable,1.0,{}
variable:PSQI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_b11f1f04257c,paper_reports_finding,1.0,{}
finding:E_b11f1f04257c,mechanism:sleep quality,finding_supports_mechanism,0.725,{}
mechanism:sleep quality,variable:sleep quality,mechanism_measured_by_variable,1.0,{}
variable:sleep quality,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_5abb1167b3b0,paper_reports_finding,1.0,{}
finding:E_5abb1167b3b0,mechanism:REM_NREM_switching,finding_supports_mechanism,0.725,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_b7ef0f4d61e4,paper_reports_finding,1.0,{}
finding:E_b7ef0f4d61e4,mechanism:confound / methodological limitation,finding_supports_mechanism,0.695,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.brs.2022.02.011,finding:E_953541ee7131,paper_reports_finding,1.0,{}
finding:E_953541ee7131,mechanism:confound / methodological limitation,finding_supports_mechanism,0.695,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2024.09.025,finding:E_467296788e32,paper_reports_finding,1.0,{}
finding:E_467296788e32,mechanism:default mode network dysregulation,finding_supports_mechanism,0.725,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2024.09.025,finding:E_0c5be1715d0c,paper_reports_finding,1.0,{}
finding:E_0c5be1715d0c,mechanism:confound / methodological limitation,finding_supports_mechanism,0.695,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jpsychires.2024.09.025,finding:E_73c76c71c2cd,paper_reports_finding,1.0,{}
finding:E_73c76c71c2cd,mechanism:default mode network dysregulation,finding_supports_mechanism,0.835,{}
mechanism:default mode network dysregulation,variable:functional connectivity,mechanism_measured_by_variable,1.0,{}
variable:functional connectivity,modality:fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2025.120455,finding:E_b99f048e26ef,paper_reports_finding,1.0,{}
finding:E_b99f048e26ef,mechanism:insomnia severity,finding_supports_mechanism,0.54,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.jad.2025.120455,finding:E_865d0ffcc8f9,paper_reports_finding,1.0,{}
finding:E_865d0ffcc8f9,mechanism:confound / methodological limitation,finding_supports_mechanism,0.54,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2024.120782,finding:E_ee576681150e,paper_reports_finding,1.0,{}
finding:E_ee576681150e,mechanism:confound / methodological limitation,finding_supports_mechanism,0.572,{}
mechanism:confound / methodological limitation,variable:age,mechanism_measured_by_variable,1.0,{}
variable:age,modality:Method,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2024.120782,finding:E_a2f881df55b4,paper_reports_finding,1.0,{}
finding:E_a2f881df55b4,mechanism:slow-wave generation,finding_supports_mechanism,0.302,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2024.120782,finding:E_5b9f8b0138b4,paper_reports_finding,1.0,{}
finding:E_5b9f8b0138b4,mechanism:spindle generation,finding_supports_mechanism,0.192,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2024.120782,finding:E_4a8b5013f76f,paper_reports_finding,1.0,{}
finding:E_4a8b5013f76f,mechanism:spindle generation,finding_supports_mechanism,0.302,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2024.120782,finding:E_96b5f2d88818,paper_reports_finding,1.0,{}
finding:E_96b5f2d88818,mechanism:hyperarousal,finding_supports_mechanism,0.302,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2024.120782,finding:E_9d09f8a34036,paper_reports_finding,1.0,{}
finding:E_9d09f8a34036,mechanism:slow-wave generation,finding_supports_mechanism,0.192,{}
mechanism:slow-wave generation,variable:delta power,mechanism_measured_by_variable,1.0,{}
variable:delta power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2024.120782,finding:E_3112fba9457c,paper_reports_finding,1.0,{}
finding:E_3112fba9457c,mechanism:REM_NREM_switching,finding_supports_mechanism,0.192,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2024.120782,finding:E_bb03c25ef473,paper_reports_finding,1.0,{}
finding:E_bb03c25ef473,mechanism:slow-wave generation,finding_supports_mechanism,0.832,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2024.120782,finding:E_2138595bd52c,paper_reports_finding,1.0,{}
finding:E_2138595bd52c,mechanism:hyperarousal,finding_supports_mechanism,0.832,{}
mechanism:hyperarousal,variable:beta_power,mechanism_measured_by_variable,1.0,{}
variable:beta_power,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1016/j.neuroimage.2024.120782,finding:E_519d0ecfd2b2,paper_reports_finding,1.0,{}
finding:E_519d0ecfd2b2,mechanism:REM_NREM_switching,finding_supports_mechanism,0.832,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_bd0a1a24e0ae,paper_reports_finding,1.0,{}
finding:E_bd0a1a24e0ae,mechanism:thalamocortical coupling,finding_supports_mechanism,0.19,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_83aa6eeccf4c,paper_reports_finding,1.0,{}
finding:E_83aa6eeccf4c,mechanism:REM_NREM_switching,finding_supports_mechanism,0.19,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_e051942e2167,paper_reports_finding,1.0,{}
finding:E_e051942e2167,mechanism:thalamocortical coupling,finding_supports_mechanism,0.8,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_29388122bbf0,paper_reports_finding,1.0,{}
finding:E_29388122bbf0,mechanism:slow-wave generation,finding_supports_mechanism,0.3,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_d308832faf57,paper_reports_finding,1.0,{}
finding:E_d308832faf57,mechanism:REM_NREM_switching,finding_supports_mechanism,0.19,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_78a9441805c9,paper_reports_finding,1.0,{}
finding:E_78a9441805c9,mechanism:slow-wave generation,finding_supports_mechanism,0.3,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_3b8e74f0a62d,paper_reports_finding,1.0,{}
finding:E_3b8e74f0a62d,mechanism:REM_NREM_switching,finding_supports_mechanism,0.3,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_bc71fb1cebf6,paper_reports_finding,1.0,{}
finding:E_bc71fb1cebf6,mechanism:slow-wave generation,finding_supports_mechanism,0.3,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_f6ad0590fed3,paper_reports_finding,1.0,{}
finding:E_f6ad0590fed3,mechanism:REM_NREM_switching,finding_supports_mechanism,0.3,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_2f1532656cb5,paper_reports_finding,1.0,{}
finding:E_2f1532656cb5,mechanism:insomnia severity,finding_supports_mechanism,0.19,{}
mechanism:insomnia severity,variable:ISI,mechanism_measured_by_variable,1.0,{}
variable:ISI,modality:Scale,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41531-026-01441-5,finding:E_f7f9892f3729,paper_reports_finding,1.0,{}
finding:E_f7f9892f3729,mechanism:REM_NREM_switching,finding_supports_mechanism,0.19,{}
mechanism:REM_NREM_switching,variable:REM latency,mechanism_measured_by_variable,1.0,{}
variable:REM latency,modality:PSG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_508de9028a46,paper_reports_finding,1.0,{}
finding:E_508de9028a46,mechanism:slow-wave generation,finding_supports_mechanism,0.831,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_5bf09628981d,paper_reports_finding,1.0,{}
finding:E_5bf09628981d,mechanism:spindle generation,finding_supports_mechanism,0.831,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_65e3ad305b81,paper_reports_finding,1.0,{}
finding:E_65e3ad305b81,mechanism:thalamocortical coupling,finding_supports_mechanism,0.831,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_198b31da047a,paper_reports_finding,1.0,{}
finding:E_198b31da047a,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.831,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_6f381dd14c88,paper_reports_finding,1.0,{}
finding:E_6f381dd14c88,mechanism:thalamocortical coupling,finding_supports_mechanism,0.721,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_4053d1a1c1a6,paper_reports_finding,1.0,{}
finding:E_4053d1a1c1a6,mechanism:slow-wave generation,finding_supports_mechanism,0.831,{}
mechanism:slow-wave generation,variable:slow_wave_density,mechanism_measured_by_variable,1.0,{}
variable:slow_wave_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_0f0dea6caa8a,paper_reports_finding,1.0,{}
finding:E_0f0dea6caa8a,mechanism:spindle generation,finding_supports_mechanism,0.831,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_d66b99b2437a,paper_reports_finding,1.0,{}
finding:E_d66b99b2437a,mechanism:thalamocortical coupling,finding_supports_mechanism,0.831,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_f1fc61fbdb7f,paper_reports_finding,1.0,{}
finding:E_f1fc61fbdb7f,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.831,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_a230323f6eeb,paper_reports_finding,1.0,{}
finding:E_a230323f6eeb,mechanism:spindle generation,finding_supports_mechanism,0.831,{}
mechanism:spindle generation,variable:spindle_density,mechanism_measured_by_variable,1.0,{}
variable:spindle_density,modality:EEG,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_b27a55966a72,paper_reports_finding,1.0,{}
finding:E_b27a55966a72,mechanism:thalamocortical coupling,finding_supports_mechanism,0.831,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_0ef862c23353,paper_reports_finding,1.0,{}
finding:E_0ef862c23353,mechanism:thalamic_reticular_spindle,finding_supports_mechanism,0.831,{}
mechanism:thalamic_reticular_spindle,variable:spindle,mechanism_measured_by_variable,1.0,{}
variable:spindle,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_3cf8ed604ae1,paper_reports_finding,1.0,{}
finding:E_3cf8ed604ae1,mechanism:thalamocortical coupling,finding_supports_mechanism,0.721,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_9c853437bd1b,paper_reports_finding,1.0,{}
finding:E_9c853437bd1b,mechanism:limbic structural vulnerability,finding_supports_mechanism,0.721,{}
mechanism:limbic structural vulnerability,variable:hippocampus_volume,mechanism_measured_by_variable,1.0,{}
variable:hippocampus_volume,modality:MRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_fdd312e28ea9,paper_reports_finding,1.0,{}
finding:E_fdd312e28ea9,mechanism:thalamocortical coupling,finding_supports_mechanism,0.721,{}
mechanism:thalamocortical coupling,variable:thalamus_DMN_FC,mechanism_measured_by_variable,1.0,{}
variable:thalamus_DMN_FC,modality:EEG-fMRI,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_856250b0bf7e,paper_reports_finding,1.0,{}
finding:E_856250b0bf7e,mechanism:gabaergic_sleep_promotion,finding_supports_mechanism,0.721,{}
mechanism:gabaergic_sleep_promotion,variable:GABA neuron,mechanism_measured_by_variable,1.0,{}
variable:GABA neuron,modality:electrophysiology,variable_belongs_to_modality,1.0,{}
paper:doi:10.1038/s41380-026-03537-z,finding:E_617eeccc8c8e,paper_reports_finding,1.0,{}
finding:E_617eeccc8c8e,mechanism:white matter integrity,finding_supports_mechanism,0.721,{}
mechanism:white matter integrity,variable:FA,mechanism_measured_by_variable,1.0,{}
